,0,1,2
0,0,1.9060486575048203,"(<function rbf.<locals>.rbf_fun at 0x7fb4d1e3fe18>, <function sig.<locals>.sig_fun at 0x7fb4d1e3ff28>)"
1,1,1.7250818987707657,"(<function lin.<locals>.lin_fun at 0x7fb4d1e4a268>, <function sig.<locals>.sig_fun at 0x7fb4d1e4a598>, <function sig.<locals>.sig_fun at 0x7fb4d1e4a620>)"
2,2,2.291474921486647,"(<function sig.<locals>.sig_fun at 0x7fb4d1e4aae8>, <function sig.<locals>.sig_fun at 0x7fb4d1e4ab70>, <function sig.<locals>.sig_fun at 0x7fb4d1e4abf8>)"
3,3,2.7126133866658235,"(<function lin.<locals>.lin_fun at 0x7fb4d1e4a730>, <function sig.<locals>.sig_fun at 0x7fb4d1e4f0d0>, <function sig.<locals>.sig_fun at 0x7fb4d1e4f158>)"
4,4,4.017675753189855,"(<function poly.<locals>.poly_fun at 0x7fb4d1e4f2f0>, <function poly.<locals>.poly_fun at 0x7fb4d1e4f400>)"
5,5,3.911813097898315,"(<function poly.<locals>.poly_fun at 0x7fb4d1e4f8c8>, <function rbf.<locals>.rbf_fun at 0x7fb4d1e4f9d8>, <function sig.<locals>.sig_fun at 0x7fb4d1e4fae8>)"
6,6,4.224953671584365,"(<function lin.<locals>.lin_fun at 0x7fb4d1e4f730>, <function sig.<locals>.sig_fun at 0x7fb4d1b9f0d0>, <function sig.<locals>.sig_fun at 0x7fb4d1b9f158>)"
7,7,7.309761378746226,"(<function lin.<locals>.lin_fun at 0x7fb4d1b9f2f0>, <function rbf.<locals>.rbf_fun at 0x7fb4d1b9f510>, <function rbf.<locals>.rbf_fun at 0x7fb4d1b9f598>)"
8,8,7.34729445123011,"(<function lin.<locals>.lin_fun at 0x7fb4d1b9f268>, <function sig.<locals>.sig_fun at 0x7fb4d1b9fb70>, <function sig.<locals>.sig_fun at 0x7fb4d1b9fbf8>)"
9,9,6.784276284276003,"(<function lin.<locals>.lin_fun at 0x7fb4d1b9f7b8>, <function poly.<locals>.poly_fun at 0x7fb4d1b9ff28>)"
10,10,5.112326957689983,"(<function sig.<locals>.sig_fun at 0x7fb4d1bb16a8>, <function sig.<locals>.sig_fun at 0x7fb4d1bb1730>, <function sig.<locals>.sig_fun at 0x7fb4d1bb17b8>)"
11,11,21.97255147791057,"(<function rbf.<locals>.rbf_fun at 0x7fb4d1bb1ae8>, <function rbf.<locals>.rbf_fun at 0x7fb4d1bb1b70>)"
12,12,9.435587649103207,"(<function sig.<locals>.sig_fun at 0x7fb4d1b461e0>, <function sig.<locals>.sig_fun at 0x7fb4d1b46268>, <function sig.<locals>.sig_fun at 0x7fb4d1b462f0>)"
13,13,24.325032255551992,"(<function sig.<locals>.sig_fun at 0x7fb4d1b46730>, <function sig.<locals>.sig_fun at 0x7fb4d1b467b8>, <function sig.<locals>.sig_fun at 0x7fb4d1b46840>)"
