7.97,9.05,7.32,7.89,5.4,5.9,2.6,13.6,4.89313471502589,18.064756097561,21.9975984251968,-12.8192546583851,15.3,17.5,-18.5489473684211,20.3094285714285,-3.76586956521742,5.5,3.8,23.2342007434944,23.23,24.031007751938,24.03,28.0373831775701,63.5294117647059,123.809523809524,106.9425,54.6296296296296,38.8185714285714,47.5660639777469,7.43565300285986,-6.38297872340425,-5.16528925619835
7.05,0.18,9.81,8.28,1.9,1.7,3.4,20.7,0.0560666666666556,30.6089591078067,20.8881707317073,15.2846153846154,30.9,13,-2.90813953488371,-6.67435897435897,-6.00487804878045,6.5,3.9,28.5067873303168,28.51,48.625,48.63,145.985401459854,12.2302158273381,-117.730496453901,-113.963043478261,67.6646706586826,54.6277777777778,27.3327049952875,18.8997338065661,302.272727272727,-1.96078431372549
9.48,5.14,9.72,10.91,8.7,8.6,8.9,16.2,8.07440798858775,15.5844606946984,12.9593088552916,24.338,37,24,12.2871794871795,-19.5,-1.1638888888889,3.7,4.2,23.4741784037559,23.47,32.1278385197645,32.13,54.0059347181009,34.6153846153846,296,337.92,-8.92857142857143,-12.9774358974359,7.4019245003701,3.80597014925373,10.1694915254237,-1.55555555555556
9.57,4.16,12.17,10.06,7.7,8.5,3.8,13.8,7.66994219653177,12.7638152958153,13.3708732057416,37.8238993710692,28.1,23.8,-9.60475000000002,-7.96120000000002,-8.97261538461539,6.5,6.8,22.5285171102662,22.53,21.3876511775939,21.39,19.0751445086705,24.2857142857143,-3.03030303030304,-8.69166666666668,77.2549019607843,69.6567741935483,32.2536181943487,23.9396117900791,44.1025641025641,2.03160270880362
9.32,5.8,9.67,10.27,9.4,9.4,9.6,16.2,8.03388235294119,16.8307683679192,16.3341734104046,20.7986,22.3,22.4,-17.1818181818182,-27.12,-19.0222222222222,4.8,6.2,28.9371605896043,28.94,35.0812794965915,35.08,48.0582524271845,45.0191570881226,63.5416666666667,42.116,135.840707964602,95.865,55.862428348098,30.1624129930394,62.6334519572954,-11.0619469026549
6.72,0.09,4.44,9.98,7.7,7.2,10.4,3.5,8.9433333333333,-3.94919968512203,-7.19243889190658,-1.00633484162899,17.5,19.9,156.128,75.3257142857143,121.444,8,9.1,13.7184115523466,13.72,19.7593167701863,19.76,30.6010928961749,21.003963011889,77.7070063694268,88.8123076923077,-93.0581613508443,-92.5544186046512,-19.2243396857238,0.044563279857395,-5.25164113785559,14.4278606965174
8.59,0.81,9.16,10.5,8.4,7.4,13.9,7.7,9.38147230320701,14.921778425656,14.2535009369144,1.70380487804878,16.9,17.2,17.6391666666667,36.9178260869565,22.9814457831325,3.6,12.3,-3.49206349206349,-3.49,-2.56077795786061,-2.56,-1.08786610878661,-12.6637554585153,36.9175627240144,32.1965217391304,597.297297297297,587.736666666667,4.63576158940398,16.2138084632517,20.7852193995381,3.04347826086956
8.91,8.6,7.55,9.67,8.2,8.7,5.8,11,6.38820549927643,9.51005509641873,8.8776728999703,-8.1071875,21.5,15.9,-19.5741538461538,-21.1341379310345,-20.0554255319149,9.6,10.5,37.3355263157895,37.34,26.7797737857618,26.78,10.4906937394247,5.74999999999999,20.1570680628272,5.02035714285716,20.1550387596899,3.17789473684212,8.26740506329113,21.8474511307014,24.282982791587,-3.79746835443037
6.69,5.02,7.81,6.57,8.9,9.3,6.9,12.3,8.27059259259258,6.397698630137,-0.690869952494052,4.05567901234569,17,13.5,26.694375,21.9314285714286,25.2447826086957,8.8,8.4,23.6726546906188,23.67,31.0679611650485,31.07,45.3292496171516,31.9148936170213,70.3703703703704,65.9622222222222,9.35483870967742,6.69,-4.67665327000366,13.4633532557408,20.3076923076923,5.48245614035088
4.47,1.42,0.96,6.96,5.2,5,6.2,0.8,4.92753284671532,-0.409093406593406,0.271205741626789,-11.3988607594937,14.1,14.2,-10.1924561403509,0.11708333333333,-7.13777777777778,7.4,10.2,-1.03292446739832,-1.03,0.540540540540538,0.54,3.10853530031611,-3.67383512544802,12.7877237851662,16.9069047619047,31.7109144542773,39.2933333333333,1.45649674204677,10.9786526199057,23.6572890025575,12.2661122661123
