,0,1,2
0,0,1.9060486575048203,"(<function rbf.<locals>.rbf_fun at 0x7f5d4edf7e18>, <function sig.<locals>.sig_fun at 0x7f5d4edf7f28>)"
1,1,1.7255495856535703,"(<function lin.<locals>.lin_fun at 0x7f5d4ee032f0>, <function sig.<locals>.sig_fun at 0x7f5d4ee03620>)"
2,2,2.291474921486647,"(<function sig.<locals>.sig_fun at 0x7f5d4ee03bf8>, <function sig.<locals>.sig_fun at 0x7f5d4ee03c80>)"
3,3,2.713052908911447,"(<function lin.<locals>.lin_fun at 0x7f5d4ee03ea0>, <function sig.<locals>.sig_fun at 0x7f5d4ee0c268>)"
4,4,4.017675753189855,"(<function poly.<locals>.poly_fun at 0x7f5d4ee0c598>, <function poly.<locals>.poly_fun at 0x7f5d4ee0c6a8>)"
5,5,3.911820586249217,"(<function lin.<locals>.lin_fun at 0x7f5d4ee0c488>, <function poly.<locals>.poly_fun at 0x7f5d4ee0cbf8>)"
6,6,4.22527922518178,"(<function lin.<locals>.lin_fun at 0x7f5d4edff158>, <function sig.<locals>.sig_fun at 0x7f5d4edff488>)"
7,7,7.309991338027256,"(<function lin.<locals>.lin_fun at 0x7f5d4edff730>, <function rbf.<locals>.rbf_fun at 0x7f5d4edff950>)"
8,8,7.34799378363282,"(<function lin.<locals>.lin_fun at 0x7f5d4edffc80>, <function sig.<locals>.sig_fun at 0x7f5d4ee15048>)"
9,9,6.784276284276003,"(<function lin.<locals>.lin_fun at 0x7f5d4edf7bf8>, <function poly.<locals>.poly_fun at 0x7f5d4ee15488>)"
10,10,5.112326957689983,"(<function sig.<locals>.sig_fun at 0x7f5d4ee15bf8>, <function sig.<locals>.sig_fun at 0x7f5d4ee15c80>)"
11,11,21.97255147791057,"(<function rbf.<locals>.rbf_fun at 0x7f5d4eb51158>, <function rbf.<locals>.rbf_fun at 0x7f5d4eb511e0>)"
12,12,9.435587649103207,"(<function sig.<locals>.sig_fun at 0x7f5d4eb51840>, <function sig.<locals>.sig_fun at 0x7f5d4eb518c8>)"
13,13,24.325032255551992,"(<function sig.<locals>.sig_fun at 0x7f5d4eb51e18>, <function sig.<locals>.sig_fun at 0x7f5d4eb51ea0>)"
14,14,0.6520710477821728,"(<function sig.<locals>.sig_fun at 0x7f5d4eb54488>, <function sig.<locals>.sig_fun at 0x7f5d4eb54510>)"
15,15,7.141364960529767,"(<function rbf.<locals>.rbf_fun at 0x7f5d4eb54950>, <function rbf.<locals>.rbf_fun at 0x7f5d4eb549d8>)"
